
>AB159806.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.04082	0.06122	0.05102	0.12245	0.08163	0.06122	0.02041	0.06122	
>AB159807.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159808.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.07216	0.07216	0.02062	0.03093	0.05155	0.07216	0.04124	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159809.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159810.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.08163	0.07143	0.02041	0.03061	0.05102	0.07143	0.04082	0.11224	0.06122	0.08163	0.03061	0.06122	
>AB159811.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.07216	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.01031	0.08247	0.07216	0.02062	0.02062	0.05155	0.06186	0.04124	0.12371	0.07216	0.07216	0.03093	0.06186	
>AB159812.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159813.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.07143	0.06122	0.03061	0.06122	
>AB159814.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.03061	0.04082	0.02041	0.08163	0.03061	0.03061	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.10204	0.07143	0.07143	0.03061	0.05102	
>AB159815.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159816.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.03061	0.08163	0.07143	0.02041	0.03061	0.05102	0.07143	0.04082	0.11224	0.05102	0.08163	0.03061	0.06122	
>AB159817.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159818.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.03061	0.04082	0.02041	0.07143	0.0102	0.03061	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.06122	0.06122	0.03061	0.06122	
>AB159819.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159820.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.01031	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.12371	0.06186	0.08247	0.03093	0.06186	
>AB159821.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159822.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159823.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.07216	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.03093	0.08247	0.07216	0.02062	0.02062	0.05155	0.07216	0.03093	0.12371	0.05155	0.07216	0.03093	0.06186	
>AB159824.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159825.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.04082	0.06122	0.05102	0.12245	0.08163	0.06122	0.02041	0.06122	
>AB159826.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159827.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159828.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159829.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159830.1|IGHV1-72*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159831.1||Mus musculus||V-REGION|1..299|299 nt|1||||99 AA|99+0=99||	0.07071	0.0202	0.0303	0.06061	0.0404	0.08081	0.0202	0.0303	0.09091	0.07071	0.0101	0.0101	0.0202	0.06061	0.0303	0.13131	0.07071	0.06061	0.0303	0.06061	
>AB159832.1|IGHV1-72*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.07143	0.06122	0.03061	0.06122	
>AB159833.1||Mus musculus||V-REGION|1..290|290 nt|1||||96 AA|96+0=96||	0.0625	0.02083	0.03125	0.05208	0.03125	0.08333	0.01042	0.03125	0.09375	0.07292	0.01042	0.01042	0.02083	0.07292	0.01042	0.14583	0.07292	0.0625	0.03125	0.07292	
>AB159834.1||Mus musculus||V-REGION|1..298|298 nt|1||||99 AA|99+0=99||	0.07071	0.0202	0.0303	0.06061	0.0404	0.08081	0.0202	0.0303	0.09091	0.07071	0.0101	0.0101	0.0202	0.06061	0.0303	0.13131	0.07071	0.06061	0.0303	0.06061	
>AB159835.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.04082	0.04082	0.02041	0.07143	0.0102	0.02041	0.07143	0.07143	0.03061	0.02041	0.04082	0.08163	0.02041	0.13265	0.07143	0.06122	0.03061	0.07143	
>AB159836.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.05102	0.04082	0.02041	0.05102	0.02041	0.04082	0.07143	0.07143	0.0102	0.02041	0.04082	0.08163	0.03061	0.13265	0.08163	0.06122	0.03061	0.06122	
>AB159837.1||Mus musculus||V-REGION|1..293|293 nt|1||||97 AA|97+0=97||	0.07216	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.09278	0.07216	0.02062	0.02062	0.05155	0.06186	0.03093	0.12371	0.07216	0.06186	0.03093	0.06186	
>AB159838.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.04082	0.04082	0.03061	0.06122	0.0102	0.02041	0.07143	0.07143	0.03061	0.02041	0.04082	0.08163	0.02041	0.13265	0.07143	0.06122	0.03061	0.07143	
>AB159839.1|IGHV1-53*01|Mus musculus||V-REGION|1..290|290 nt|1||||96 AA|96+0=96||	0.05208	0.02083	0.02083	0.05208	0.02083	0.07292	0.01042	0.02083	0.08333	0.07292	0.02083	0.05208	0.04167	0.07292	0.01042	0.13542	0.08333	0.0625	0.03125	0.0625	
>AB159840.1|IGHV1S26*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.09184	0.02041	0.03061	0.03061	0.04082	0.07143	0.0102	0.02041	0.06122	0.07143	0.02041	0.03061	0.03061	0.08163	0.05102	0.11224	0.07143	0.04082	0.03061	0.08163	
>AB159841.1|IGHV1-12*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.03061	0.03061	0.03061	0.08163	0.0102	0.02041	0.07143	0.06122	0.03061	0.03061	0.03061	0.08163	0.03061	0.13265	0.08163	0.06122	0.02041	0.06122	
>AB159842.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.05102	0.04082	0.02041	0.05102	0.02041	0.04082	0.07143	0.07143	0.0102	0.02041	0.04082	0.08163	0.03061	0.13265	0.08163	0.06122	0.03061	0.06122	
>AB159843.1|IGHV1S26*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.09184	0.02041	0.03061	0.03061	0.03061	0.07143	0.0102	0.02041	0.06122	0.07143	0.02041	0.03061	0.03061	0.08163	0.05102	0.11224	0.07143	0.05102	0.03061	0.08163	
>AB159844.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.04082	0.08163	0.0102	0.03061	0.09184	0.07143	0.0102	0.03061	0.05102	0.06122	0.04082	0.10204	0.07143	0.05102	0.03061	0.06122	
>AB159845.1||Mus musculus||V-REGION|1..293|293 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159846.1|IGHV1S61*01|Mus musculus||V-REGION|1..291|291 nt|1||||97 AA|97+0=97||	0.07216	0.02062	0.03093	0.04124	0.03093	0.08247	0.0	0.03093	0.06186	0.06186	0.02062	0.02062	0.04124	0.07216	0.02062	0.14433	0.09278	0.05155	0.03093	0.07216	
>AB159847.1|IGHV1S17*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.03061	0.04082	0.03061	0.07143	0.03061	0.02041	0.07143	0.07143	0.03061	0.04082	0.05102	0.06122	0.02041	0.12245	0.08163	0.06122	0.03061	0.05102	
>AB159848.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.03061	0.04082	0.03061	0.06122	0.0102	0.03061	0.05102	0.07143	0.02041	0.03061	0.03061	0.08163	0.04082	0.11224	0.10204	0.06122	0.03061	0.06122	
>AB159849.1|IGHV1S26*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.09184	0.02041	0.03061	0.03061	0.03061	0.07143	0.0102	0.03061	0.06122	0.07143	0.02041	0.03061	0.03061	0.08163	0.05102	0.10204	0.07143	0.05102	0.03061	0.08163	
>AB159850.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.04082	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.10204	0.10204	0.03061	0.03061	0.06122	
>AB159851.1|IGHV1S5*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.03061	0.06122	0.07143	0.0102	0.02041	0.04082	0.06122	0.04082	0.14286	0.08163	0.06122	0.03061	0.07143	
>AB159852.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.10204	0.02041	0.03061	0.03061	0.02041	0.07143	0.0102	0.0102	0.06122	0.06122	0.03061	0.02041	0.04082	0.08163	0.05102	0.13265	0.07143	0.05102	0.02041	0.08163	
>AB159853.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.04082	0.06122	0.07143	0.02041	0.03061	0.04082	0.06122	0.02041	0.09184	0.10204	0.04082	0.03061	0.06122	
>AB159854.1|IGHV1S26*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.09184	0.02041	0.03061	0.03061	0.03061	0.07143	0.0102	0.02041	0.06122	0.07143	0.02041	0.03061	0.03061	0.08163	0.05102	0.11224	0.07143	0.05102	0.03061	0.08163	
>AB159855.1|IGHV1S17*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.02041	0.04082	0.02041	0.07143	0.02041	0.03061	0.08163	0.07143	0.03061	0.02041	0.04082	0.07143	0.02041	0.12245	0.10204	0.06122	0.03061	0.06122	
>AB159856.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.07143	0.06122	0.03061	0.06122	
>AB159857.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.05102	0.02041	0.04082	0.03061	0.02041	0.07143	0.0102	0.02041	0.06122	0.07143	0.02041	0.02041	0.04082	0.08163	0.03061	0.13265	0.10204	0.07143	0.03061	0.07143	
>AB159858.1||Mus musculus||V-REGION|1..293|293 nt|1||||97 AA|97+0=97||	0.07216	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.02062	0.05155	0.06186	0.04124	0.12371	0.07216	0.06186	0.03093	0.06186	
>AB159859.1||Mus musculus||V-REGION|1..293|293 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.04124	0.03093	0.02062	0.07216	0.01031	0.02062	0.06186	0.07216	0.02062	0.02062	0.04124	0.08247	0.02062	0.13402	0.09278	0.07216	0.03093	0.07216	
>AB159860.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.07143	0.06122	0.03061	0.06122	
>AB159861.1|IGHV1S17*01|Mus musculus||V-REGION|1..292|292 nt|1||||97 AA|97+0=97||	0.07216	0.02062	0.02062	0.04124	0.03093	0.07216	0.04124	0.02062	0.08247	0.07216	0.03093	0.01031	0.04124	0.07216	0.01031	0.12371	0.09278	0.06186	0.03093	0.05155	
>AB159862.1|IGHV1S17*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.05102	0.02041	0.02041	0.04082	0.02041	0.07143	0.02041	0.03061	0.08163	0.07143	0.03061	0.03061	0.04082	0.07143	0.02041	0.11224	0.11224	0.06122	0.03061	0.06122	
>AB159863.1||Mus musculus||V-REGION|1..293|293 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.05155	0.04124	0.02062	0.05155	0.02062	0.03093	0.07216	0.07216	0.02062	0.02062	0.04124	0.08247	0.02062	0.14433	0.07216	0.06186	0.03093	0.06186	
>AB159864.1|IGHV1-64*01|Mus musculus||V-REGION|1..288|288 nt|1||||96 AA|96+0=96||	0.0625	0.02083	0.02083	0.04167	0.02083	0.07292	0.02083	0.02083	0.08333	0.07292	0.03125	0.03125	0.04167	0.07292	0.01042	0.14583	0.07292	0.0625	0.03125	0.0625	
>AB159865.1|IGHV1S17*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.03061	0.04082	0.04082	0.08163	0.03061	0.02041	0.07143	0.07143	0.03061	0.03061	0.04082	0.06122	0.02041	0.11224	0.08163	0.06122	0.03061	0.04082	
>AB159866.1|IGHV1S26*01|Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.03061	0.02041	0.07143	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.04082	0.08163	0.02041	0.13265	0.07143	0.05102	0.03061	0.09184	
>AB159867.1|IGHV1-64*01|Mus musculus||V-REGION|1..288|288 nt|1||||96 AA|96+0=96||	0.0625	0.02083	0.02083	0.04167	0.03125	0.07292	0.02083	0.02083	0.08333	0.07292	0.03125	0.03125	0.04167	0.07292	0.01042	0.14583	0.07292	0.05208	0.03125	0.0625	
>AB159868.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.03061	0.03061	0.02041	0.08163	0.0102	0.0102	0.08163	0.07143	0.02041	0.02041	0.05102	0.07143	0.04082	0.12245	0.07143	0.07143	0.03061	0.06122	
>AB159870.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.02041	0.04082	0.05102	0.08163	0.0	0.04082	0.08163	0.06122	0.0102	0.05102	0.04082	0.07143	0.02041	0.12245	0.08163	0.06122	0.03061	0.04082	
>AB159871.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.07143	0.06122	0.03061	0.06122	
>AB159872.1|IGHV1-85*01|Mus musculus||V-REGION|1..288|288 nt|1||||96 AA|96+0=96||	0.05208	0.02083	0.04167	0.04167	0.02083	0.07292	0.0	0.03125	0.08333	0.07292	0.01042	0.03125	0.04167	0.07292	0.02083	0.14583	0.07292	0.0625	0.03125	0.07292	
>AB159873.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.05102	0.05102	0.03061	0.06122	0.02041	0.04082	0.09184	0.06122	0.02041	0.02041	0.03061	0.07143	0.03061	0.11224	0.08163	0.05102	0.02041	0.06122	
>AB159874.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.04082	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.10204	0.10204	0.03061	0.03061	0.06122	
>AB159875.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.03061	0.04082	0.02041	0.08163	0.0102	0.02041	0.08163	0.07143	0.02041	0.03061	0.05102	0.07143	0.04082	0.11224	0.06122	0.08163	0.03061	0.06122	
>AB159876.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.04082	0.03061	0.02041	0.07143	0.0102	0.02041	0.06122	0.07143	0.02041	0.02041	0.04082	0.08163	0.03061	0.13265	0.09184	0.07143	0.03061	0.07143	
>AB159877.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.02041	0.04082	0.02041	0.08163	0.0102	0.02041	0.08163	0.07143	0.02041	0.05102	0.04082	0.07143	0.02041	0.13265	0.08163	0.06122	0.03061	0.06122	
>AB159878.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.06122	0.02041	0.02041	0.04082	0.02041	0.07143	0.02041	0.02041	0.08163	0.07143	0.03061	0.03061	0.04082	0.07143	0.02041	0.14286	0.08163	0.06122	0.03061	0.06122	
>AB159879.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.02041	0.10204	0.0102	0.05102	0.07143	0.08163	0.02041	0.03061	0.03061	0.06122	0.02041	0.12245	0.08163	0.02041	0.03061	0.06122	
>AB159880.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.05102	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.09184	0.10204	0.03061	0.03061	0.06122	
>AB159881.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.04082	0.10204	0.0102	0.04082	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.09184	0.10204	0.03061	0.03061	0.06122	
>AB159882.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.07143	0.02041	0.03061	0.04082	0.03061	0.08163	0.0102	0.02041	0.09184	0.07143	0.02041	0.02041	0.05102	0.06122	0.04082	0.12245	0.07143	0.06122	0.03061	0.05102	
>AB159883.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.04082	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.10204	0.10204	0.03061	0.03061	0.06122	
>AB159884.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.04082	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.10204	0.10204	0.03061	0.03061	0.06122	
>AB159885.1|IGHV1-82*01|Mus musculus||V-REGION|1..288|288 nt|1||||96 AA|96+0=96||	0.07292	0.02083	0.04167	0.03125	0.02083	0.10417	0.0	0.03125	0.09375	0.0625	0.02083	0.03125	0.04167	0.0625	0.02083	0.13542	0.0625	0.05208	0.03125	0.0625	
>AB159886.1||Mus musculus||V-REGION|1..293|293 nt|1||||97 AA|97+0=97||	0.06186	0.02062	0.03093	0.04124	0.02062	0.08247	0.01031	0.02062	0.08247	0.07216	0.02062	0.03093	0.05155	0.07216	0.03093	0.1134	0.06186	0.08247	0.03093	0.06186	
>AB159887.1|IGHV1-69*01 or IGHV1-69*02|Mus musculus||V-REGION|1..290|290 nt|1||||96 AA|96+0=96||	0.0625	0.02083	0.04167	0.04167	0.02083	0.07292	0.01042	0.02083	0.07292	0.07292	0.03125	0.02083	0.04167	0.08333	0.01042	0.13542	0.07292	0.0625	0.03125	0.07292	
>AB159888.1||Mus musculus||V-REGION|1..294|294 nt|1||||98 AA|98+0=98||	0.08163	0.02041	0.02041	0.06122	0.03061	0.10204	0.0102	0.04082	0.07143	0.07143	0.02041	0.03061	0.03061	0.06122	0.02041	0.10204	0.10204	0.03061	0.03061	0.06122	
